Writer,Name,Birth Place,Birth Date,Notable Works
http://dbpedia.org/resource/Caroline_Leakey,Caroline Leakey,http://dbpedia.org/resource/Devon,1827-03-08,http://dbpedia.org/resource/The_Broad_Arrow
http://dbpedia.org/resource/Caroline_Leakey,Caroline Leakey,http://dbpedia.org/resource/Exeter,1827-03-08,http://dbpedia.org/resource/The_Broad_Arrow
http://dbpedia.org/resource/Caroline_Pafford_Miller,Caroline Pafford Miller,"http://dbpedia.org/resource/Waycross,_Georgia",1903-08-26,http://dbpedia.org/resource/Lamb_in_His_Bosom
http://dbpedia.org/resource/Carson_McCullers,Carson McCullers,"http://dbpedia.org/resource/Columbus,_Georgia",1917-02-19,http://dbpedia.org/resource/The_Member_of_the_Wedding
http://dbpedia.org/resource/Carson_McCullers,Carson McCullers,http://dbpedia.org/resource/Georgia_(U.S._state),1917-02-19,http://dbpedia.org/resource/The_Member_of_the_Wedding
http://dbpedia.org/resource/Carson_McCullers,Carson McCullers,"http://dbpedia.org/resource/Columbus,_Georgia",1917-02-19,http://dbpedia.org/resource/The_Heart_Is_a_Lonely_Hunter
http://dbpedia.org/resource/Carson_McCullers,Carson McCullers,http://dbpedia.org/resource/Georgia_(U.S._state),1917-02-19,http://dbpedia.org/resource/The_Heart_Is_a_Lonely_Hunter
http://dbpedia.org/resource/Carson_McCullers,Carson McCullers,"http://dbpedia.org/resource/Columbus,_Georgia",1917-02-19,http://dbpedia.org/resource/The_Ballad_of_the_Sad_Café
http://dbpedia.org/resource/Carson_McCullers,Carson McCullers,http://dbpedia.org/resource/Georgia_(U.S._state),1917-02-19,http://dbpedia.org/resource/The_Ballad_of_the_Sad_Café
http://dbpedia.org/resource/Caryl_Phillips,Caryl Phillips,http://dbpedia.org/resource/Saint_Kitts,1958-03-13,http://dbpedia.org/resource/The_Final_Passage
http://dbpedia.org/resource/Caryl_Phillips,Caryl Phillips,http://dbpedia.org/resource/Saint_Kitts,1958-03-13,http://dbpedia.org/resource/Crossing_the_River
http://dbpedia.org/resource/Caryl_Phillips,Caryl Phillips,http://dbpedia.org/resource/Saint_Kitts,1958-03-13,http://dbpedia.org/resource/Dancing_in_the_Dark_(novel)
http://dbpedia.org/resource/Cassandra_Clare,Cassandra Clare,http://dbpedia.org/resource/Tehran,1973-07-27,http://dbpedia.org/resource/The_Mortal_Instruments_(series)
http://dbpedia.org/resource/Castro_Alves,Castro Alves,"http://dbpedia.org/resource/Castro_Alves,_Bahia",1847-03-14,http://dbpedia.org/resource/Espumas_Flutuantes
http://dbpedia.org/resource/Castro_Alves,Castro Alves,http://dbpedia.org/resource/Empire_of_Brazil,1847-03-14,http://dbpedia.org/resource/Espumas_Flutuantes
http://dbpedia.org/resource/Castro_Alves,Castro Alves,http://dbpedia.org/resource/Bahia,1847-03-14,http://dbpedia.org/resource/Espumas_Flutuantes
http://dbpedia.org/resource/Castro_Alves,Castro Alves,"http://dbpedia.org/resource/Castro_Alves,_Bahia",1847-03-14,http://dbpedia.org/resource/O_Navio_Negreiro
http://dbpedia.org/resource/Castro_Alves,Castro Alves,http://dbpedia.org/resource/Empire_of_Brazil,1847-03-14,http://dbpedia.org/resource/O_Navio_Negreiro
http://dbpedia.org/resource/Castro_Alves,Castro Alves,http://dbpedia.org/resource/Bahia,1847-03-14,http://dbpedia.org/resource/O_Navio_Negreiro
http://dbpedia.org/resource/Castro_Alves,Castro Alves,"http://dbpedia.org/resource/Castro_Alves,_Bahia",1847-03-14,http://dbpedia.org/resource/Vozes_d'África
http://dbpedia.org/resource/Castro_Alves,Castro Alves,http://dbpedia.org/resource/Empire_of_Brazil,1847-03-14,http://dbpedia.org/resource/Vozes_d'África
http://dbpedia.org/resource/Castro_Alves,Castro Alves,http://dbpedia.org/resource/Bahia,1847-03-14,http://dbpedia.org/resource/Vozes_d'África
http://dbpedia.org/resource/Cate_Tiernan,Cate Tiernan,"http://dbpedia.org/resource/New_Orleans,_Louisiana",1961-07-24,http://dbpedia.org/resource/Sweep_(book_series)
http://dbpedia.org/resource/Poul_Anderson,Poul Anderson,"http://dbpedia.org/resource/Bristol,_Pennsylvania",1926-11-25,http://dbpedia.org/resource/Tau_Zero
http://dbpedia.org/resource/Poul_Anderson,Poul Anderson,"http://dbpedia.org/resource/Bristol,_Pennsylvania",1926-11-25,http://dbpedia.org/resource/Three_Hearts_and_Three_Lions
http://dbpedia.org/resource/Poul_Anderson,Poul Anderson,"http://dbpedia.org/resource/Bristol,_Pennsylvania",1926-11-25,http://dbpedia.org/resource/The_Broken_Sword
http://dbpedia.org/resource/Pramoedya_Ananta_Toer,Pramoedya Ananta Toer,http://dbpedia.org/resource/Dutch_East_Indies,1925-02-06,http://dbpedia.org/resource/Buru_Quartet
http://dbpedia.org/resource/Pramoedya_Ananta_Toer,Pramoedya Ananta Toer,http://dbpedia.org/resource/Blora,1925-02-06,http://dbpedia.org/resource/Buru_Quartet
http://dbpedia.org/resource/Pravin_Pandya,Pravin Pandya,http://dbpedia.org/resource/Gujarat,1957-02-16,http://dbpedia.org/resource/Ajavasnan_Matsya
http://dbpedia.org/resource/Pravin_Pandya,Pravin Pandya,http://dbpedia.org/resource/Dhrangadhra,1957-02-16,http://dbpedia.org/resource/Ajavasnan_Matsya
http://dbpedia.org/resource/Pravin_Pandya,Pravin Pandya,http://dbpedia.org/resource/Surendranagar,1957-02-16,http://dbpedia.org/resource/Ajavasnan_Matsya
http://dbpedia.org/resource/Pravin_Pandya,Pravin Pandya,http://dbpedia.org/resource/Gujarat,1957-02-16,http://dbpedia.org/resource/Barda_Na_Dungar
http://dbpedia.org/resource/Pravin_Pandya,Pravin Pandya,http://dbpedia.org/resource/Dhrangadhra,1957-02-16,http://dbpedia.org/resource/Barda_Na_Dungar
http://dbpedia.org/resource/Pravin_Pandya,Pravin Pandya,http://dbpedia.org/resource/Surendranagar,1957-02-16,http://dbpedia.org/resource/Barda_Na_Dungar
http://dbpedia.org/resource/Preeti_Singh,Preeti Singh,http://dbpedia.org/resource/Ambala,1971-10-26,http://dbpedia.org/resource/Flirting_with_Fate_(novel)
http://dbpedia.org/resource/Preeti_Singh,Preeti Singh,http://dbpedia.org/resource/Haryana,1971-10-26,http://dbpedia.org/resource/Flirting_with_Fate_(novel)
http://dbpedia.org/resource/Preeti_Singh,Preeti Singh,http://dbpedia.org/resource/India,1971-10-26,http://dbpedia.org/resource/Flirting_with_Fate_(novel)
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/Benares_State,1880-07-31,http://dbpedia.org/resource/Bazaar-e-Husn
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/British_Raj,1880-07-31,http://dbpedia.org/resource/Bazaar-e-Husn
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/Lamhi,1880-07-31,http://dbpedia.org/resource/Bazaar-e-Husn
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/Benares_State,1880-07-31,http://dbpedia.org/resource/Idgah_(short_story)
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/British_Raj,1880-07-31,http://dbpedia.org/resource/Idgah_(short_story)
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/Lamhi,1880-07-31,http://dbpedia.org/resource/Idgah_(short_story)
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/Benares_State,1880-07-31,http://dbpedia.org/resource/Gaban_(novel)
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/British_Raj,1880-07-31,http://dbpedia.org/resource/Gaban_(novel)
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/Lamhi,1880-07-31,http://dbpedia.org/resource/Gaban_(novel)
