Actor,Name,Birth Place,Birth Date,Notable Works
http://dbpedia.org/resource/Carly_Hillman,Carly Hillman,http://dbpedia.org/resource/Essex,1983-06-11,
http://dbpedia.org/resource/Carmelino_G._Alvendia,Carmelino Gomez Alvendia,"http://dbpedia.org/resource/Floridablanca,_Pampanga",1906-11-03,
http://dbpedia.org/resource/Carmelino_G._Alvendia,Carmelino Gomez Alvendia,http://dbpedia.org/resource/Insular_Government_of_the_Philippine_Islands,1906-11-03,
http://dbpedia.org/resource/Carmen_Climent,Carmen Climent,http://dbpedia.org/resource/Bilbao,1996-02-13,
http://dbpedia.org/resource/Carmen_Climent,Carmen Climent,http://dbpedia.org/resource/Spain,1996-02-13,
http://dbpedia.org/resource/Carmen_Hart,Carmen Hart,"http://dbpedia.org/resource/Lumberton,_North_Carolina",1984-03-12,
http://dbpedia.org/resource/Carmen_Mathews,Carmen Mathews,"http://dbpedia.org/resource/Philadelphia,_Pennsylvania",1911-05-08,
http://dbpedia.org/resource/Carol_Lee_Scott,Carol Lee Scott,http://dbpedia.org/resource/Bridgwater,1942-12-20,
http://dbpedia.org/resource/Carol_Lee_Scott,Carol Lee Scott,http://dbpedia.org/resource/England,1942-12-20,
http://dbpedia.org/resource/Carol_Lee_Scott,Carol Lee Scott,http://dbpedia.org/resource/Somerset,1942-12-20,
http://dbpedia.org/resource/Carolin_Stoltz,Carolin Stoltz,http://dbpedia.org/resource/Borås,1981-05-02,
http://dbpedia.org/resource/Carolin_Stoltz,Carolin Stoltz,http://dbpedia.org/resource/Sweden,1981-05-02,
http://dbpedia.org/resource/Caroline_Cellier,Caroline Cellier,http://dbpedia.org/resource/Montpellier,1945-08-07,
http://dbpedia.org/resource/Caroline_Cellier,Caroline Cellier,http://dbpedia.org/resource/France,1945-08-07,
http://dbpedia.org/resource/Caroline_Milmoe,Caroline Milmoe,http://dbpedia.org/resource/Manchester,1963-01-11,
http://dbpedia.org/resource/Caroline_Proust,Caroline Proust,"http://dbpedia.org/resource/Le_Vigan,_Gard",1967-11-18,
http://dbpedia.org/resource/Caroline_Tillette,Caroline Tillette,http://dbpedia.org/resource/France,1988-07-16,
http://dbpedia.org/resource/Caroline_Tillette,Caroline Tillette,http://dbpedia.org/resource/Paris,1988-07-16,
http://dbpedia.org/resource/Carter_Stevens,Carter Stevens,"http://dbpedia.org/resource/Newark,_New_Jersey",1944-10-17,
http://dbpedia.org/resource/Carter_Walker_Wesley,Carter Walker Wesley,http://dbpedia.org/resource/Texas,1892-04-29,
http://dbpedia.org/resource/Casey_Donovan_(actor),Casey Donovan,http://dbpedia.org/resource/United_States,1943-11-02,
http://dbpedia.org/resource/Casey_Donovan_(actor),Casey Donovan,"http://dbpedia.org/resource/East_Bloomfield,_New_York",1943-11-02,
http://dbpedia.org/resource/Cassie_Yates,Cassie Yates,"http://dbpedia.org/resource/Macon,_Georgia",1951-03-02,
http://dbpedia.org/resource/Cat_Simmons,Cat Simmons,http://dbpedia.org/resource/Blackburn,1980-05-04,
http://dbpedia.org/resource/Cat_Simmons,Cat Simmons,http://dbpedia.org/resource/Lancashire,1980-05-04,
http://dbpedia.org/resource/Pragya_Yadav,Pragya Kapoor,"http://dbpedia.org/resource/Borgholm,_Sweden",1990-06-29,
http://dbpedia.org/resource/Pranav_Mohanlal,Pranav Mohanlal,http://dbpedia.org/resource/Thiruvananthapuram,1990-07-13,
http://dbpedia.org/resource/Pranav_Mohanlal,Pranav Mohanlal,http://dbpedia.org/resource/Kerala,1990-07-13,
http://dbpedia.org/resource/Pratap_Pothen,Pratap Pothen,http://dbpedia.org/resource/Trivandrum,1952-08-13,
http://dbpedia.org/resource/Pratap_Pothen,Pratap Pothen,http://dbpedia.org/resource/Kerala,1952-08-13,
http://dbpedia.org/resource/Prince_Yahshua,Prince Yahshua,"http://dbpedia.org/resource/Chicago,_Illinois",1970-03-21,
http://dbpedia.org/resource/Puma_Swede,,http://dbpedia.org/resource/Stockholm,1976-09-13,
http://dbpedia.org/resource/Puma_Swede,Puma Swede,http://dbpedia.org/resource/Stockholm,1976-09-13,
http://dbpedia.org/resource/Robert_Oliveri,Robert Oliveri,"http://dbpedia.org/resource/Los_Angeles,_California",1978-04-28,
http://dbpedia.org/resource/Robert_Rendel,Robert Rendel,http://dbpedia.org/resource/England,1884-12-02,
http://dbpedia.org/resource/Robert_Rendel,Robert Rendel,http://dbpedia.org/resource/London,1884-12-02,
http://dbpedia.org/resource/Robert_Vattier,Robert Vattier,http://dbpedia.org/resource/France,1906-10-02,
http://dbpedia.org/resource/Roberta_Gemma,Roberta Gemma,"http://dbpedia.org/resource/Marino,_Lazio",1980-12-15,
http://dbpedia.org/resource/Roberto_Cabral_del_Hoyo,Roberto Cabral del Hoyo,http://dbpedia.org/resource/Zacatecas,1913-08-07,
http://dbpedia.org/resource/Roberto_Cabral_del_Hoyo,Roberto Cabral del Hoyo,http://dbpedia.org/resource/Mexico,1913-08-07,
http://dbpedia.org/resource/Roberto_Malone,Roberto Malone,http://dbpedia.org/resource/Turin,1956-10-31,
http://dbpedia.org/resource/Robin_Byrd,Robin Byrd,http://dbpedia.org/resource/New_York_(state),1957-04-06,
http://dbpedia.org/resource/Robin_Byrd,Robin Byrd,http://dbpedia.org/resource/New_York_City,1957-04-06,
http://dbpedia.org/resource/Robin_Langford,Robin Langford,http://dbpedia.org/resource/England,1953-09-12,
http://dbpedia.org/resource/Robin_Langford,Robin Langford,http://dbpedia.org/resource/Gloucestershire,1953-09-12,
http://dbpedia.org/resource/Robin_Langford,Robin Langford,http://dbpedia.org/resource/Cheltenham,1953-09-12,
http://dbpedia.org/resource/Rocco_Siffredi,Rocco Siffredi,http://dbpedia.org/resource/Ortona,1964-05-04,
http://dbpedia.org/resource/Rod_Fontana,Rod Fontana,"http://dbpedia.org/resource/Central,_South_Carolina",1952-09-18,
http://dbpedia.org/resource/Rodney_Kageyama,Rodney Kageyama,"http://dbpedia.org/resource/San_Mateo,_California",1941-11-01,
http://dbpedia.org/resource/Roger_Dutoit,Roger Dutoit,http://dbpedia.org/resource/Calais,1923-02-08,
http://dbpedia.org/resource/Roger_Dutoit,Roger Dutoit,http://dbpedia.org/resource/France,1923-02-08,
http://dbpedia.org/resource/Roger_Karl,Roger Karl,http://dbpedia.org/resource/Bourges,1882-04-29,
http://dbpedia.org/resource/Roger_Karl,Roger Karl,http://dbpedia.org/resource/France,1882-04-29,
http://dbpedia.org/resource/Roger_Legris,Roger Legris,http://dbpedia.org/resource/Malakoff,1898-07-03,
http://dbpedia.org/resource/Roger_Legris,Roger Legris,http://dbpedia.org/resource/France,1898-07-03,
http://dbpedia.org/resource/Roger_Maxwell_(actor),Roger Maxwell,http://dbpedia.org/resource/London,1900-01-01,
http://dbpedia.org/resource/Roger_Maxwell_(actor),Roger Maxwell,"http://dbpedia.org/resource/Chelsea,_London",1900-01-01,
http://dbpedia.org/resource/Roger_Moore,Roger Moore,http://dbpedia.org/resource/Stockwell,1927-10-14,
http://dbpedia.org/resource/Roger_T._Pipe,Roger T. Pipe,http://dbpedia.org/resource/California,1967-10-17,
http://dbpedia.org/resource/Roger_T._Pipe,Roger T. Pipe,http://dbpedia.org/resource/United_States,1967-10-17,
http://dbpedia.org/resource/Rohit_Purohit,Rohit Purohit,http://dbpedia.org/resource/Jaipur,1986-06-08,
http://dbpedia.org/resource/Rohit_Purohit,Rohit Purohit,http://dbpedia.org/resource/Rajasthan,1986-06-08,
http://dbpedia.org/resource/Rokkō_Toura,Rokkō Toura,http://dbpedia.org/resource/Osaka,1930-04-30,
http://dbpedia.org/resource/Roland_Alexandre,Roland Alexandre,"http://dbpedia.org/resource/Paris,_France",1927-11-06,
http://dbpedia.org/resource/Roland_Hedlund,Roland Hedlund,"http://dbpedia.org/resource/Ersmark,_Skellefteå",1933-11-17,
http://dbpedia.org/resource/Rolf_Botvid,Rolf Botvid,http://dbpedia.org/resource/Göteborg,1915-12-26,
http://dbpedia.org/resource/Rolf_Botvid,Rolf Botvid,http://dbpedia.org/resource/Sweden,1915-12-26,
http://dbpedia.org/resource/Rolf_Skoglund,Rolf Skoglund,http://dbpedia.org/resource/Stockholm,1940-08-11,
http://dbpedia.org/resource/Rolf_Sohlman,Rolf Sohlman,http://dbpedia.org/resource/Stockholm,1954-03-12,
http://dbpedia.org/resource/Rolf_Sohlman,Rolf Sohlman,http://dbpedia.org/resource/Sweden,1954-03-12,
http://dbpedia.org/resource/Roman_Tam,Roman Tam,http://dbpedia.org/resource/Republic_of_China_(1912–1949),1945-02-12,
http://dbpedia.org/resource/Roman_Tam,Roman Tam,http://dbpedia.org/resource/Baise,1945-02-12,
http://dbpedia.org/resource/Roman_Tam,Roman Tam,http://dbpedia.org/resource/Guangxi,1945-02-12,
http://dbpedia.org/resource/Ron_Hightower,Ron Hightower,"http://dbpedia.org/resource/Los_Angeles,_California",1966-01-25,
http://dbpedia.org/resource/Ron_Jeremy,Ron Jeremy,http://dbpedia.org/resource/Queens,1953-03-12,
http://dbpedia.org/resource/Ron_Jeremy,Ron Jeremy,http://dbpedia.org/resource/New_York_(state),1953-03-12,
http://dbpedia.org/resource/Ron_Jeremy,Ron Jeremy,http://dbpedia.org/resource/New_York_City,1953-03-12,
http://dbpedia.org/resource/Ronald_Ward,Ronald Ward,http://dbpedia.org/resource/England,1901-04-05,
http://dbpedia.org/resource/Ronald_Ward,Ronald Ward,http://dbpedia.org/resource/Eastbourne,1901-04-05,
http://dbpedia.org/resource/Ronald_Ward,Ronald Ward,http://dbpedia.org/resource/Sussex,1901-04-05,
http://dbpedia.org/resource/Rosalind_Ayres,Rosalind Ayres,http://dbpedia.org/resource/Birmingham,1946-12-07,
http://dbpedia.org/resource/Rosalind_Ayres,Rosalind Ayres,http://dbpedia.org/resource/Warwickshire,1946-12-07,
http://dbpedia.org/resource/Rosalind_Halstead,Rosalind Mabel C. Halstead,http://dbpedia.org/resource/England,1984-07-18,
http://dbpedia.org/resource/Rosalind_Halstead,Rosalind Mabel C. Halstead,http://dbpedia.org/resource/London,1984-07-18,
http://dbpedia.org/resource/Rosalind_Halstead,Rosalind Mabel C. Halstead,http://dbpedia.org/resource/Islington,1984-07-18,
http://dbpedia.org/resource/Rosalind_Ivan,Rosalind Ivan,"http://dbpedia.org/resource/London,_England",1880-11-27,
http://dbpedia.org/resource/Rosalyn_Boulter,Rosalyn Boulter,http://dbpedia.org/resource/England,1917-02-01,
http://dbpedia.org/resource/Rosalyn_Boulter,Rosalyn Boulter,http://dbpedia.org/resource/Burton_upon_Trent,1917-02-01,
http://dbpedia.org/resource/Rosalyn_Boulter,Rosalyn Boulter,http://dbpedia.org/resource/East_Staffordshire,1917-02-01,
http://dbpedia.org/resource/Rosanna_Carter,Rosanna Carter,http://dbpedia.org/resource/The_Bahamas,1918-09-20,
http://dbpedia.org/resource/Rosanna_Carter,Rosanna Carter,"http://dbpedia.org/resource/Nassau,_Bahamas",1918-09-20,
http://dbpedia.org/resource/Rosanna_Carter,Rosanna Carter,http://dbpedia.org/resource/New_Providence,1918-09-20,
http://dbpedia.org/resource/Rose_Alba,Rose Alba,"http://dbpedia.org/resource/Cairo,_Egypt",1918-02-05,
http://dbpedia.org/resource/Rosemary_Martin,Rosemary Martin,http://dbpedia.org/resource/Birmingham,1936-12-17,
http://dbpedia.org/resource/Rosette_(actress),Rosette,http://dbpedia.org/resource/Cherbourg,1959-09-06,
http://dbpedia.org/resource/Roxane_Duran,Roxane Duran,http://dbpedia.org/resource/Paris,1993-01-27,
http://dbpedia.org/resource/Roxy_Shahidi,Roxy Shahidi,http://dbpedia.org/resource/England,1983-03-14,
http://dbpedia.org/resource/Roxy_Shahidi,Roxy Shahidi,http://dbpedia.org/resource/Manchester,1983-03-14,
http://dbpedia.org/resource/Roy_Emerton,Roy Emerton,http://dbpedia.org/resource/United_Kingdom_of_Great_Britain_and_Ireland,1892-10-09,
http://dbpedia.org/resource/Roy_Emerton,Roy Emerton,http://dbpedia.org/resource/England,1892-10-09,
http://dbpedia.org/resource/Roy_Emerton,Roy Emerton,http://dbpedia.org/resource/Burford,1892-10-09,
http://dbpedia.org/resource/Roy_Emerton,Roy Emerton,http://dbpedia.org/resource/Oxfordshire,1892-10-09,
http://dbpedia.org/resource/Roy_Herrick,Roy Herrick,http://dbpedia.org/resource/England,1936-07-22,
http://dbpedia.org/resource/Roy_Herrick,Roy Herrick,http://dbpedia.org/resource/London,1936-07-22,
http://dbpedia.org/resource/Roy_Herrick,Roy Herrick,http://dbpedia.org/resource/Stepney,1936-07-22,
http://dbpedia.org/resource/Roy_Sullivan,Roy Cleveland Sullivan,"http://dbpedia.org/resource/Greene_County,_Virginia",1912-02-07,
http://dbpedia.org/resource/Rozita_Auer,Rozita Auer,http://dbpedia.org/resource/Stockholm,1952-08-04,
http://dbpedia.org/resource/Ru_Thing,Ru Thing,http://dbpedia.org/resource/People's_Republic_of_China,1993-12-21,
http://dbpedia.org/resource/Ruby_Miller_(actress),Ruby Miller,http://dbpedia.org/resource/England,1889-07-14,
http://dbpedia.org/resource/Ruby_Miller_(actress),Ruby Miller,http://dbpedia.org/resource/London,1889-07-14,
http://dbpedia.org/resource/Ruddy_Rodríguez,Ruddy Rodríguez,http://dbpedia.org/resource/Caracas,1967-03-20,
http://dbpedia.org/resource/Ruddy_Rodríguez,Ruddy Rodríguez,http://dbpedia.org/resource/Venezuela,1967-03-20,
http://dbpedia.org/resource/Rui_Sakuragi,Rui Sakuragi,http://dbpedia.org/resource/Japan,1970-03-08,
http://dbpedia.org/resource/Sam_Allen_(actor),Sam Allen,http://dbpedia.org/resource/Maryland,1861-12-25,
http://dbpedia.org/resource/Sam_Allen_(actor),Sam Allen,http://dbpedia.org/resource/Baltimore,1861-12-25,
http://dbpedia.org/resource/Sam_Phillips_(model),Sam Phillips,"http://dbpedia.org/resource/Savage,_Maryland",1966-02-25,
http://dbpedia.org/resource/Sam_Wang_(actor),Sam Wang,http://dbpedia.org/resource/Republic_of_China,1976-12-18,
http://dbpedia.org/resource/Samantha_Bentley,Samantha Bentley,http://dbpedia.org/resource/London,1987-10-08,
http://dbpedia.org/resource/Samantha_Morton,Samantha Morton,http://dbpedia.org/resource/Nottingham,1977-05-13,
http://dbpedia.org/resource/Samantha_Morton,Samantha Morton,http://dbpedia.org/resource/Nottinghamshire,1977-05-13,
http://dbpedia.org/resource/Sami_Frey,Sami Frey,http://dbpedia.org/resource/Paris,1937-10-13,
http://dbpedia.org/resource/Samir_Guesmi,Samir Guesmi,http://dbpedia.org/resource/Paris,1967-10-07,
http://dbpedia.org/resource/Samuel_Abiola_Robinson,Samuel Abiola Robinson,http://dbpedia.org/resource/Lagos,1998-06-30,
http://dbpedia.org/resource/Samuel_Fröler,Samuel Fröler,http://dbpedia.org/resource/Nybro_Municipality,1957-03-24,
http://dbpedia.org/resource/Samuel_Kane,Samuel Kane,http://dbpedia.org/resource/Huyton,1968-11-30,
http://dbpedia.org/resource/Samuel_Le_Bihan,Samuel Le Bihan,http://dbpedia.org/resource/Avranches,1965-11-02,
http://dbpedia.org/resource/Sandra_Payne,Sandra Payne,"http://dbpedia.org/resource/Royston,_Hertfordshire",1944-09-24,
http://dbpedia.org/resource/Sandra_Payne,Sandra Payne,http://dbpedia.org/resource/Hertfordshire,1944-09-24,
http://dbpedia.org/resource/Sandrine_Kiberlain,Sandrine Kiberlain,http://dbpedia.org/resource/Boulogne-Billancourt,1968-02-25,
http://dbpedia.org/resource/Sandrine_Kiberlain,Sandrine Kiberlain,http://dbpedia.org/resource/France,1968-02-25,
http://dbpedia.org/resource/Sanya_Malhotra,Sanya Malhotra,http://dbpedia.org/resource/Delhi,1992-02-25,
http://dbpedia.org/resource/Saori_Hara,Saori Hara,http://dbpedia.org/resource/Hiroshima,1988-01-01,
http://dbpedia.org/resource/Sara_Nakayama,Sara Nakayama,http://dbpedia.org/resource/Saitama_Prefecture,1974-01-29,
http://dbpedia.org/resource/Sara_Sommerfeld,Sara Sommerfeld,http://dbpedia.org/resource/Sollentuna_Municipality,1977-10-28,
http://dbpedia.org/resource/Sara_Tommasi,Sara Tommasi,http://dbpedia.org/resource/Umbria,1981-06-09,
http://dbpedia.org/resource/Sara_Tommasi,Sara Tommasi,http://dbpedia.org/resource/Narni,1981-06-09,
http://dbpedia.org/resource/Sarah-Jane_Potts,Sarah-Jane Potts,http://dbpedia.org/resource/Bradford,1976-08-30,
http://dbpedia.org/resource/Sarah-Jane_Potts,Sarah-Jane Potts,http://dbpedia.org/resource/West_Yorkshire,1976-08-30,
http://dbpedia.org/resource/Sarah_Kazemy,Sarah Kazemy,http://dbpedia.org/resource/France,1987-10-26,
http://dbpedia.org/resource/Sarah_Kazemy,Sarah Kazemy,http://dbpedia.org/resource/Hauts-de-Seine,1987-10-26,
http://dbpedia.org/resource/Sarah_Kazemy,Sarah Kazemy,http://dbpedia.org/resource/Neuilly_sur_Seine,1987-10-26,
http://dbpedia.org/resource/Sarah_Thomas_(actress),Sarah Thomas,http://dbpedia.org/resource/London,1952-06-05,
http://dbpedia.org/resource/Satoko_Yamano_(voice_actress),Satoko Yamano,"http://dbpedia.org/resource/Higashiōsaka,_Osaka",1963-08-02,
http://dbpedia.org/resource/Satomi_Kobayashi,Satomi Kobayashi,http://dbpedia.org/resource/Tokyo,1965-05-24,
http://dbpedia.org/resource/Satoru_Matsuo,Satoru Matsuo,http://dbpedia.org/resource/Amagasaki,1975-12-07,
http://dbpedia.org/resource/Satoru_Matsuo,Satoru Matsuo,http://dbpedia.org/resource/Hyogo_Prefecture,1975-12-07,
http://dbpedia.org/resource/Satsumi_Matsuda,Satsumi Matsuda,"http://dbpedia.org/resource/Takatsuki,_Osaka",1993-07-17,
http://dbpedia.org/resource/Saul_Bron,Saul Bron,http://dbpedia.org/resource/Russian_Empire,1887-01-25,
http://dbpedia.org/resource/Saul_Bron,Saul Bron,http://dbpedia.org/resource/Odessa,1887-01-25,
http://dbpedia.org/resource/Savannah_(actress),Savannah,"http://dbpedia.org/resource/Laguna_Beach,_California",1970-10-09,
http://dbpedia.org/resource/Sawa_Ishige,Sawa Ishige,http://dbpedia.org/resource/Japan,1979-02-07,
http://dbpedia.org/resource/Sawa_Ishige,Sawa Ishige,http://dbpedia.org/resource/Chiba_Prefecture,1979-02-07,
http://dbpedia.org/resource/Sayoko_Hagiwara,Sayoko Hagiwara,http://dbpedia.org/resource/Tokyo,1962-12-01,
http://dbpedia.org/resource/Sayoko_Ohashi,Sayoko Ohashi,http://dbpedia.org/resource/Japan,1985-05-20,
http://dbpedia.org/resource/Sayoko_Ohashi,Sayoko Ohashi,"http://dbpedia.org/resource/Chiba,_Chiba",1985-05-20,
http://dbpedia.org/resource/Sayoko_Ohashi,Sayoko Ohashi,http://dbpedia.org/resource/Chiba_Prefecture,1985-05-20,
http://dbpedia.org/resource/Sayuri_Hara,Sayuri Hara,http://dbpedia.org/resource/Tokyo,1988-11-05,
http://dbpedia.org/resource/Sayuri_Hara,Sayuri Hara,http://dbpedia.org/resource/Japan,1988-11-05,
http://dbpedia.org/resource/Sayuri_Sadaoka,Sayuri Sadaoka,http://dbpedia.org/resource/Kanagawa_Prefecture,1955-09-04,
http://dbpedia.org/resource/Sayuri_Yamauchi,Sayuri Yamauchi,http://dbpedia.org/resource/Tokyo,1956-05-28,
http://dbpedia.org/resource/Sayuri_Yamauchi,Sayuri Yamauchi,http://dbpedia.org/resource/Japan,1956-05-28,
http://dbpedia.org/resource/Scott_Haran,Scott Haran,http://dbpedia.org/resource/England,1992-04-11,
http://dbpedia.org/resource/Scott_Haran,Scott Haran,http://dbpedia.org/resource/South_West_(London_sub_region),1992-04-11,
http://dbpedia.org/resource/Scott_O'Hara,Scott O'Hara,"http://dbpedia.org/resource/Grants_Pass,_Oregon",1961-10-16,
http://dbpedia.org/resource/Serge_Nadaud,Serge Nadaud,http://dbpedia.org/resource/Russian_Empire,1906-05-14,
http://dbpedia.org/resource/Serge_Nadaud,Serge Nadaud,http://dbpedia.org/resource/Bakhmut,1906-05-14,
http://dbpedia.org/resource/Serge_Nadaud,Serge Nadaud,http://dbpedia.org/resource/Yekaterinoslav_Governorate,1906-05-14,
http://dbpedia.org/resource/Sanna_Bråding,Sanna Bråding,http://dbpedia.org/resource/Nacka,1980-03-05,
http://dbpedia.org/resource/Sanna_Bråding,Sanna Bråding,http://dbpedia.org/resource/Sweden,1980-03-05,
http://dbpedia.org/resource/Sanna_Bråding,Sanna Bråding,http://dbpedia.org/resource/Saltsjö-Boo,1980-03-05,
http://dbpedia.org/resource/William_Bell_Wait,William Bell Wait,"http://dbpedia.org/resource/Amsterdam_(city),_New_York",1839-03-25,
http://dbpedia.org/resource/Princess_Donna,Princess Donna,"http://dbpedia.org/resource/New_York,_NY",1982-01-23,
http://dbpedia.org/resource/Rod_Barry,Rod Barry,http://dbpedia.org/resource/Upstate_New_York,1973-12-05,
http://dbpedia.org/resource/Barry_K._Barnes,Barry K. Barnes,"http://dbpedia.org/resource/Chelsea,_London",1906-12-27,
http://dbpedia.org/resource/Barry_Keoghan,Barry Keoghan,"http://dbpedia.org/resource/Summerhill,_Dublin",1992-10-18,
http://dbpedia.org/resource/Barry_Keoghan,Barry Keoghan,http://dbpedia.org/resource/Dublin,1992-10-18,
http://dbpedia.org/resource/Barry_Lubin,Barry Lubin,"http://dbpedia.org/resource/Atlantic_City,_New_Jersey",1952-07-03,
http://dbpedia.org/resource/Barry_Stanton_(actor),Barry Stanton,http://dbpedia.org/resource/Manchester,1940-02-18,
http://dbpedia.org/resource/Bartlett_Mullins,Bartlett Mullins,"http://dbpedia.org/resource/Crosby,_Merseyside",1904-08-13,
http://dbpedia.org/resource/Bartlett_Mullins,Bartlett Mullins,http://dbpedia.org/resource/Lancashire,1904-08-13,
http://dbpedia.org/resource/Basia_Frydman,Basia Frydman,http://dbpedia.org/resource/Świebodzin,1946-06-17,
http://dbpedia.org/resource/Basia_Frydman,Basia Frydman,http://dbpedia.org/resource/Poland,1946-06-17,
http://dbpedia.org/resource/Bassel_Khaiat,Bassel Khaiat,http://dbpedia.org/resource/Damascus,1977-08-29,
http://dbpedia.org/resource/Bassel_Khaiat,Bassel Khaiat,http://dbpedia.org/resource/Syria,1977-08-29,
http://dbpedia.org/resource/Beckett_Bould,Beckett Bould,http://dbpedia.org/resource/England,1880-09-28,
http://dbpedia.org/resource/Beckett_Bould,Beckett Bould,http://dbpedia.org/resource/West_Riding_of_Yorkshire,1880-09-28,
http://dbpedia.org/resource/Beckett_Bould,Beckett Bould,http://dbpedia.org/resource/Dewsbury,1880-09-28,
http://dbpedia.org/resource/Belladonna_(actress),Belladonna,"http://dbpedia.org/resource/Biloxi,_Mississippi",1981-05-21,
http://dbpedia.org/resource/Bellan_Roos,Bellan Roos,http://dbpedia.org/resource/Nynäshamn,1901-05-25,
http://dbpedia.org/resource/Belle_Chrystall,Belle Chrystall,"http://dbpedia.org/resource/Preston,_Lancashire",1910-04-25,
http://dbpedia.org/resource/Belle_Chrystall,Belle Chrystall,http://dbpedia.org/resource/United_Kingdom_of_Great_Britain_and_Ireland,1910-04-25,
http://dbpedia.org/resource/Ben_Aldridge_(actor),Ben Aldridge,http://dbpedia.org/resource/Devon,1985-11-12,
http://dbpedia.org/resource/Ben_Aldridge_(actor),Ben Aldridge,http://dbpedia.org/resource/Exeter,1985-11-12,
http://dbpedia.org/resource/Ben_Batt,Ben Batt,http://dbpedia.org/resource/Greater_Manchester,1986-02-07,
http://dbpedia.org/resource/Ben_Batt,Ben Batt,http://dbpedia.org/resource/Wigan,1986-02-07,
http://dbpedia.org/resource/Ben_Dover,Ben Dover,http://dbpedia.org/resource/Sittingbourne,1956-05-23,
http://dbpedia.org/resource/Ben_Faulks,Ben Faulks,"http://dbpedia.org/resource/Truro,_Cornwall",1979-03-13,
