Writer,Name,Birth Place,Birth Date,Notable Works
http://dbpedia.org/resource/Caroline_Leakey,Caroline Leakey,http://dbpedia.org/resource/Devon,1827-03-08,http://dbpedia.org/resource/The_Broad_Arrow
http://dbpedia.org/resource/Caroline_Leakey,Caroline Leakey,http://dbpedia.org/resource/Exeter,1827-03-08,http://dbpedia.org/resource/The_Broad_Arrow
http://dbpedia.org/resource/Caroline_Pafford_Miller,Caroline Pafford Miller,"http://dbpedia.org/resource/Waycross,_Georgia",1903-08-26,http://dbpedia.org/resource/Lamb_in_His_Bosom
http://dbpedia.org/resource/Carson_McCullers,Carson McCullers,"http://dbpedia.org/resource/Columbus,_Georgia",1917-02-19,http://dbpedia.org/resource/The_Member_of_the_Wedding
http://dbpedia.org/resource/Carson_McCullers,Carson McCullers,http://dbpedia.org/resource/Georgia_(U.S._state),1917-02-19,http://dbpedia.org/resource/The_Member_of_the_Wedding
http://dbpedia.org/resource/Carson_McCullers,Carson McCullers,"http://dbpedia.org/resource/Columbus,_Georgia",1917-02-19,http://dbpedia.org/resource/The_Heart_Is_a_Lonely_Hunter
http://dbpedia.org/resource/Carson_McCullers,Carson McCullers,http://dbpedia.org/resource/Georgia_(U.S._state),1917-02-19,http://dbpedia.org/resource/The_Heart_Is_a_Lonely_Hunter
http://dbpedia.org/resource/Carson_McCullers,Carson McCullers,"http://dbpedia.org/resource/Columbus,_Georgia",1917-02-19,http://dbpedia.org/resource/The_Ballad_of_the_Sad_Café
http://dbpedia.org/resource/Carson_McCullers,Carson McCullers,http://dbpedia.org/resource/Georgia_(U.S._state),1917-02-19,http://dbpedia.org/resource/The_Ballad_of_the_Sad_Café
http://dbpedia.org/resource/Caryl_Phillips,Caryl Phillips,http://dbpedia.org/resource/Saint_Kitts,1958-03-13,http://dbpedia.org/resource/The_Final_Passage
http://dbpedia.org/resource/Caryl_Phillips,Caryl Phillips,http://dbpedia.org/resource/Saint_Kitts,1958-03-13,http://dbpedia.org/resource/Crossing_the_River
http://dbpedia.org/resource/Caryl_Phillips,Caryl Phillips,http://dbpedia.org/resource/Saint_Kitts,1958-03-13,http://dbpedia.org/resource/Dancing_in_the_Dark_(novel)
http://dbpedia.org/resource/Cassandra_Clare,Cassandra Clare,http://dbpedia.org/resource/Tehran,1973-07-27,http://dbpedia.org/resource/The_Mortal_Instruments_(series)
http://dbpedia.org/resource/Castro_Alves,Castro Alves,"http://dbpedia.org/resource/Castro_Alves,_Bahia",1847-03-14,http://dbpedia.org/resource/Espumas_Flutuantes
http://dbpedia.org/resource/Castro_Alves,Castro Alves,http://dbpedia.org/resource/Empire_of_Brazil,1847-03-14,http://dbpedia.org/resource/Espumas_Flutuantes
http://dbpedia.org/resource/Castro_Alves,Castro Alves,http://dbpedia.org/resource/Bahia,1847-03-14,http://dbpedia.org/resource/Espumas_Flutuantes
http://dbpedia.org/resource/Castro_Alves,Castro Alves,"http://dbpedia.org/resource/Castro_Alves,_Bahia",1847-03-14,http://dbpedia.org/resource/O_Navio_Negreiro
http://dbpedia.org/resource/Castro_Alves,Castro Alves,http://dbpedia.org/resource/Empire_of_Brazil,1847-03-14,http://dbpedia.org/resource/O_Navio_Negreiro
http://dbpedia.org/resource/Castro_Alves,Castro Alves,http://dbpedia.org/resource/Bahia,1847-03-14,http://dbpedia.org/resource/O_Navio_Negreiro
http://dbpedia.org/resource/Castro_Alves,Castro Alves,"http://dbpedia.org/resource/Castro_Alves,_Bahia",1847-03-14,http://dbpedia.org/resource/Vozes_d'África
http://dbpedia.org/resource/Castro_Alves,Castro Alves,http://dbpedia.org/resource/Empire_of_Brazil,1847-03-14,http://dbpedia.org/resource/Vozes_d'África
http://dbpedia.org/resource/Castro_Alves,Castro Alves,http://dbpedia.org/resource/Bahia,1847-03-14,http://dbpedia.org/resource/Vozes_d'África
http://dbpedia.org/resource/Cate_Tiernan,Cate Tiernan,"http://dbpedia.org/resource/New_Orleans,_Louisiana",1961-07-24,http://dbpedia.org/resource/Sweep_(book_series)
http://dbpedia.org/resource/Poul_Anderson,Poul Anderson,"http://dbpedia.org/resource/Bristol,_Pennsylvania",1926-11-25,http://dbpedia.org/resource/Tau_Zero
http://dbpedia.org/resource/Poul_Anderson,Poul Anderson,"http://dbpedia.org/resource/Bristol,_Pennsylvania",1926-11-25,http://dbpedia.org/resource/Three_Hearts_and_Three_Lions
http://dbpedia.org/resource/Poul_Anderson,Poul Anderson,"http://dbpedia.org/resource/Bristol,_Pennsylvania",1926-11-25,http://dbpedia.org/resource/The_Broken_Sword
http://dbpedia.org/resource/Pramoedya_Ananta_Toer,Pramoedya Ananta Toer,http://dbpedia.org/resource/Dutch_East_Indies,1925-02-06,http://dbpedia.org/resource/Buru_Quartet
http://dbpedia.org/resource/Pramoedya_Ananta_Toer,Pramoedya Ananta Toer,http://dbpedia.org/resource/Blora,1925-02-06,http://dbpedia.org/resource/Buru_Quartet
http://dbpedia.org/resource/Pravin_Pandya,Pravin Pandya,http://dbpedia.org/resource/Gujarat,1957-02-16,http://dbpedia.org/resource/Ajavasnan_Matsya
http://dbpedia.org/resource/Pravin_Pandya,Pravin Pandya,http://dbpedia.org/resource/Dhrangadhra,1957-02-16,http://dbpedia.org/resource/Ajavasnan_Matsya
http://dbpedia.org/resource/Pravin_Pandya,Pravin Pandya,http://dbpedia.org/resource/Surendranagar,1957-02-16,http://dbpedia.org/resource/Ajavasnan_Matsya
http://dbpedia.org/resource/Pravin_Pandya,Pravin Pandya,http://dbpedia.org/resource/Gujarat,1957-02-16,http://dbpedia.org/resource/Barda_Na_Dungar
http://dbpedia.org/resource/Pravin_Pandya,Pravin Pandya,http://dbpedia.org/resource/Dhrangadhra,1957-02-16,http://dbpedia.org/resource/Barda_Na_Dungar
http://dbpedia.org/resource/Pravin_Pandya,Pravin Pandya,http://dbpedia.org/resource/Surendranagar,1957-02-16,http://dbpedia.org/resource/Barda_Na_Dungar
http://dbpedia.org/resource/Preeti_Singh,Preeti Singh,http://dbpedia.org/resource/Ambala,1971-10-26,http://dbpedia.org/resource/Flirting_with_Fate_(novel)
http://dbpedia.org/resource/Preeti_Singh,Preeti Singh,http://dbpedia.org/resource/Haryana,1971-10-26,http://dbpedia.org/resource/Flirting_with_Fate_(novel)
http://dbpedia.org/resource/Preeti_Singh,Preeti Singh,http://dbpedia.org/resource/India,1971-10-26,http://dbpedia.org/resource/Flirting_with_Fate_(novel)
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/Benares_State,1880-07-31,http://dbpedia.org/resource/Bazaar-e-Husn
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/British_Raj,1880-07-31,http://dbpedia.org/resource/Bazaar-e-Husn
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/Lamhi,1880-07-31,http://dbpedia.org/resource/Bazaar-e-Husn
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/Benares_State,1880-07-31,http://dbpedia.org/resource/Idgah_(short_story)
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/British_Raj,1880-07-31,http://dbpedia.org/resource/Idgah_(short_story)
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/Lamhi,1880-07-31,http://dbpedia.org/resource/Idgah_(short_story)
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/Benares_State,1880-07-31,http://dbpedia.org/resource/Gaban_(novel)
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/British_Raj,1880-07-31,http://dbpedia.org/resource/Gaban_(novel)
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/Lamhi,1880-07-31,http://dbpedia.org/resource/Gaban_(novel)
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/Benares_State,1880-07-31,http://dbpedia.org/resource/Karmabhoomi
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/British_Raj,1880-07-31,http://dbpedia.org/resource/Karmabhoomi
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/Lamhi,1880-07-31,http://dbpedia.org/resource/Karmabhoomi
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/Benares_State,1880-07-31,http://dbpedia.org/resource/Godaan
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/British_Raj,1880-07-31,http://dbpedia.org/resource/Godaan
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/Lamhi,1880-07-31,http://dbpedia.org/resource/Godaan
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/Benares_State,1880-07-31,http://dbpedia.org/resource/Shatranj_ke_Khiladi
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/British_Raj,1880-07-31,http://dbpedia.org/resource/Shatranj_ke_Khiladi
http://dbpedia.org/resource/Premchand,Premchand,http://dbpedia.org/resource/Lamhi,1880-07-31,http://dbpedia.org/resource/Shatranj_ke_Khiladi
http://dbpedia.org/resource/Preston_Fassel,Preston Fassel,"http://dbpedia.org/resource/Houston,_Texas",1985-09-11,http://dbpedia.org/resource/Our_Lady_of_the_Inferno
http://dbpedia.org/resource/Primo_Levi,Primo Levi,http://dbpedia.org/resource/Turin,1919-07-31,http://dbpedia.org/resource/If_This_Is_a_Man
http://dbpedia.org/resource/Primo_Levi,Primo Levi,http://dbpedia.org/resource/Kingdom_of_Italy,1919-07-31,http://dbpedia.org/resource/If_This_Is_a_Man
http://dbpedia.org/resource/Primo_Levi,Primo Levi,http://dbpedia.org/resource/Turin,1919-07-31,http://dbpedia.org/resource/The_Periodic_Table_(short_story_collection)
http://dbpedia.org/resource/Primo_Levi,Primo Levi,http://dbpedia.org/resource/Kingdom_of_Italy,1919-07-31,http://dbpedia.org/resource/The_Periodic_Table_(short_story_collection)
http://dbpedia.org/resource/Priscilla_Gilman,Priscilla Gilman,http://dbpedia.org/resource/United_States,1970-05-01,http://dbpedia.org/resource/The_Anti-Romantic_Child:_A_Story_of_Unexpected_Joy
http://dbpedia.org/resource/Priscilla_Gilman,Priscilla Gilman,http://dbpedia.org/resource/New_York_(state),1970-05-01,http://dbpedia.org/resource/The_Anti-Romantic_Child:_A_Story_of_Unexpected_Joy
http://dbpedia.org/resource/Priscilla_Gilman,Priscilla Gilman,http://dbpedia.org/resource/New_York_City,1970-05-01,http://dbpedia.org/resource/The_Anti-Romantic_Child:_A_Story_of_Unexpected_Joy
http://dbpedia.org/resource/Priscilla_Shirer,Priscilla Shirer,http://dbpedia.org/resource/Dallas,1974-12-31,http://dbpedia.org/resource/War_Room_(film)
http://dbpedia.org/resource/Priscilla_Shirer,Priscilla Shirer,http://dbpedia.org/resource/Texas,1974-12-31,http://dbpedia.org/resource/War_Room_(film)
http://dbpedia.org/resource/Priscilla_Shirer,Priscilla Shirer,http://dbpedia.org/resource/Dallas,1974-12-31,http://dbpedia.org/resource/Overcomer_(film)
http://dbpedia.org/resource/Priscilla_Shirer,Priscilla Shirer,http://dbpedia.org/resource/Texas,1974-12-31,http://dbpedia.org/resource/Overcomer_(film)
http://dbpedia.org/resource/Priya_Kumar,Priya Kumar,http://dbpedia.org/resource/Chandigarh,1974-03-04,http://dbpedia.org/resource/I_Will_Go_with_You_(novel)
http://dbpedia.org/resource/Priya_Kumar,Priya Kumar,http://dbpedia.org/resource/India,1974-03-04,http://dbpedia.org/resource/I_Will_Go_with_You_(novel)
http://dbpedia.org/resource/Pu_Songling,Pu Songling,http://dbpedia.org/resource/Zibo,1640-06-05,http://dbpedia.org/resource/Strange_Tales_from_a_Chinese_Studio
http://dbpedia.org/resource/Pu_Songling,Pu Songling,http://dbpedia.org/resource/Shandong,1640-06-05,http://dbpedia.org/resource/Strange_Tales_from_a_Chinese_Studio
http://dbpedia.org/resource/Pu_Songling,Pu Songling,http://dbpedia.org/resource/Ming_China,1640-06-05,http://dbpedia.org/resource/Strange_Tales_from_a_Chinese_Studio
http://dbpedia.org/resource/Purnendu_Pattrea,Purnendu Pattrea,http://dbpedia.org/resource/Shyampur_II,1931-02-02,http://dbpedia.org/resource/Strir_Patra
http://dbpedia.org/resource/Purnendu_Pattrea,Purnendu Pattrea,http://dbpedia.org/resource/Howrah_District,1931-02-02,http://dbpedia.org/resource/Strir_Patra
http://dbpedia.org/resource/Purnendu_Pattrea,Purnendu Pattrea,http://dbpedia.org/resource/British_India,1931-02-02,http://dbpedia.org/resource/Strir_Patra
http://dbpedia.org/resource/Purnendu_Pattrea,Purnendu Pattrea,http://dbpedia.org/resource/Shyampur_II,1931-02-02,http://dbpedia.org/resource/Kathopokathan
http://dbpedia.org/resource/Purnendu_Pattrea,Purnendu Pattrea,http://dbpedia.org/resource/Howrah_District,1931-02-02,http://dbpedia.org/resource/Kathopokathan
http://dbpedia.org/resource/Purnendu_Pattrea,Purnendu Pattrea,http://dbpedia.org/resource/British_India,1931-02-02,http://dbpedia.org/resource/Kathopokathan
http://dbpedia.org/resource/Purushottama_Lal,Purushottama Lal,http://dbpedia.org/resource/Kapurthala,1929-08-28,http://dbpedia.org/resource/Upanishads
http://dbpedia.org/resource/Purushottama_Lal,Purushottama Lal,http://dbpedia.org/resource/Kapurthala,1929-08-28,http://dbpedia.org/resource/Mahabharata
http://dbpedia.org/resource/Pádraic_Ó_Conaire,Pádraic Ó Conaire,http://dbpedia.org/resource/Galway,1882-02-20,http://dbpedia.org/resource/Deoraíocht
http://dbpedia.org/resource/Pádraic_Ó_Conaire,Pádraic Ó Conaire,http://dbpedia.org/resource/Ireland,1882-02-20,http://dbpedia.org/resource/Deoraíocht
http://dbpedia.org/resource/Pádraic_Ó_Conaire,Pádraic Ó Conaire,http://dbpedia.org/resource/Galway,1882-02-20,http://dbpedia.org/resource/Scothscéalta
http://dbpedia.org/resource/Pádraic_Ó_Conaire,Pádraic Ó Conaire,http://dbpedia.org/resource/Ireland,1882-02-20,http://dbpedia.org/resource/Scothscéalta
http://dbpedia.org/resource/Péter_Nádas,Péter Nádas,http://dbpedia.org/resource/Budapest,1942-10-14,http://dbpedia.org/resource/Parallel_Stories
http://dbpedia.org/resource/Péter_Nádas,Péter Nádas,http://dbpedia.org/resource/Budapest,1942-10-14,http://dbpedia.org/resource/A_Book_of_Memories
http://dbpedia.org/resource/Qais_Akbar_Omar,Qais Akbar Omar,http://dbpedia.org/resource/Kabul,1982-11-18,http://dbpedia.org/resource/A_Fort_of_Nine_Towers
http://dbpedia.org/resource/Qasim_Mahmood,Syed Qasim Mahmood,http://dbpedia.org/resource/Punjab_Province_(British_India),1928-11-17,http://dbpedia.org/resource/Seerat-Un-Nabi_(S.A.W.W_)_Encyclopedia
http://dbpedia.org/resource/Qasim_Mahmood,Syed Qasim Mahmood,http://dbpedia.org/resource/British_India,1928-11-17,http://dbpedia.org/resource/Seerat-Un-Nabi_(S.A.W.W_)_Encyclopedia
http://dbpedia.org/resource/Qasim_Mahmood,Syed Qasim Mahmood,http://dbpedia.org/resource/Haryana,1928-11-17,http://dbpedia.org/resource/Seerat-Un-Nabi_(S.A.W.W_)_Encyclopedia
http://dbpedia.org/resource/Qasim_Mahmood,Syed Qasim Mahmood,"http://dbpedia.org/resource/Kharkhoda,_Haryana",1928-11-17,http://dbpedia.org/resource/Seerat-Un-Nabi_(S.A.W.W_)_Encyclopedia
http://dbpedia.org/resource/Quang_Nhuong_Huynh,Quang Nhuong Huynh,http://dbpedia.org/resource/Vietnam,1946-08-22,http://dbpedia.org/resource/The_Land_I_Lost
http://dbpedia.org/resource/Quang_Nhuong_Huynh,Quang Nhuong Huynh,http://dbpedia.org/resource/Vietnam,1946-08-22,http://dbpedia.org/resource/Water_Buffalo_Days
http://dbpedia.org/resource/Quentin_Crisp,Quentin Crisp,http://dbpedia.org/resource/Surrey,1908-12-25,http://dbpedia.org/resource/The_Naked_Civil_Servant_(book)
http://dbpedia.org/resource/Quentin_Crisp,Quentin Crisp,"http://dbpedia.org/resource/Sutton,_London",1908-12-25,http://dbpedia.org/resource/The_Naked_Civil_Servant_(book)
http://dbpedia.org/resource/Robert_Louis_Stevenson,Robert Louis Stevenson,http://dbpedia.org/resource/Edinburgh,1850-11-13,http://dbpedia.org/resource/Kidnapped_(novel)
http://dbpedia.org/resource/Robert_Louis_Stevenson,Robert Louis Stevenson,http://dbpedia.org/resource/Edinburgh,1850-11-13,http://dbpedia.org/resource/A_Child's_Garden_of_Verses
http://dbpedia.org/resource/Robert_Louis_Stevenson,Robert Louis Stevenson,http://dbpedia.org/resource/Edinburgh,1850-11-13,http://dbpedia.org/resource/Treasure_Island
http://dbpedia.org/resource/Robert_Louis_Stevenson,Robert Louis Stevenson,http://dbpedia.org/resource/Edinburgh,1850-11-13,http://dbpedia.org/resource/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde
http://dbpedia.org/resource/Robert_Lowell,Robert Lowell,http://dbpedia.org/resource/Boston,1917-03-01,http://dbpedia.org/resource/Life_Studies
http://dbpedia.org/resource/Robert_Lowell,Robert Lowell,http://dbpedia.org/resource/Boston,1917-03-01,http://dbpedia.org/resource/For_the_Union_Dead
http://dbpedia.org/resource/Robert_Lowell,Robert Lowell,http://dbpedia.org/resource/Boston,1917-03-01,http://dbpedia.org/resource/Lord_Weary's_Castle
http://dbpedia.org/resource/Robert_M._Pirsig,Robert M. Pirsig,http://dbpedia.org/resource/Minneapolis,1928-09-06,http://dbpedia.org/resource/Lila:_An_Inquiry_into_Morals
http://dbpedia.org/resource/Robert_M._Pirsig,Robert M. Pirsig,http://dbpedia.org/resource/Minneapolis,1928-09-06,http://dbpedia.org/resource/Zen_and_the_Art_of_Motorcycle_Maintenance
http://dbpedia.org/resource/Robert_Marasco,Robert Marasco,http://dbpedia.org/resource/The_Bronx,1936-09-22,http://dbpedia.org/resource/Child's_Play_(play)
http://dbpedia.org/resource/Robert_Marasco,Robert Marasco,http://dbpedia.org/resource/New_York_(state),1936-09-22,http://dbpedia.org/resource/Child's_Play_(play)
http://dbpedia.org/resource/Robert_Marasco,Robert Marasco,http://dbpedia.org/resource/New_York_City,1936-09-22,http://dbpedia.org/resource/Child's_Play_(play)
http://dbpedia.org/resource/Robert_Marasco,Robert Marasco,http://dbpedia.org/resource/The_Bronx,1936-09-22,http://dbpedia.org/resource/Burnt_Offerings_(Marasco_novel)
